No.,月,日,1地域,2地域,3地域,4地域,5地域,6地域,7地域,8地域
303,10,30,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
304,10,31,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
305,11,1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
306,11,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
307,11,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
308,11,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
309,11,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
310,11,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
311,11,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
312,11,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
313,11,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
314,11,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
315,11,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
316,11,12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
317,11,13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
318,11,14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
319,11,15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
320,11,16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
321,11,17,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
322,11,18,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
323,11,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
324,11,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
325,11,21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
326,11,22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
327,11,23,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
328,11,24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
329,11,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
330,11,26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
331,11,27,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
332,11,28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
333,11,29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
334,11,30,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
335,12,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
336,12,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
337,12,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
338,12,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
339,12,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
340,12,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
341,12,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
342,12,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
343,12,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
344,12,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
345,12,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
346,12,12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
347,12,13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
348,12,14,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
349,12,15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
350,12,16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
351,12,17,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
352,12,18,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
353,12,19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
354,12,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
355,12,21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
356,12,22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
357,12,23,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
358,12,24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
359,12,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
360,12,26,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
361,12,27,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
362,12,28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
363,12,29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
364,12,30,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
365,12,31,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
