No.,åé,ì˙,éû,éÌï ,ìdãCÉPÉgÉã_4êlê¢ë—_ï¶è„,ìdãCÉPÉgÉã_3êlê¢ë—_ï¶è„,ìdãCÉPÉgÉã_2êlê¢ë—_ï¶è„,ìdãCÉPÉgÉã_1êlê¢ë—_ï¶è„,ìdéqÉåÉìÉW_4êlê¢ë—_í≤óù,ìdéqÉåÉìÉW_3êlê¢ë—_í≤óù,ìdéqÉåÉìÉW_2êlê¢ë—_í≤óù,ìdéqÉåÉìÉW_1êlê¢ë—_í≤óù,ìdãCêÜî—äÌ_4êlê¢ë—_êÜî—,ìdãCêÜî—äÌ_4êlê¢ë—_ï€â∑,ìdãCêÜî—äÌ_3êlê¢ë—_êÜî—,ìdãCêÜî—äÌ_3êlê¢ë—_ï€â∑,ìdãCêÜî—äÌ_2êlê¢ë—_êÜî—,ìdãCêÜî—äÌ_2êlê¢ë—_ï€â∑,ìdãCêÜî—äÌ_1êlê¢ë—_êÜî—,ìdãCêÜî—äÌ_1êlê¢ë—_ï€â∑,âtèªÉeÉåÉrÅiãèä‘Åj_4êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiãèä‘Åj_4êlê¢ë—_éãíÆ,âtèªÉeÉåÉrÅiãèä‘Åj_3êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiãèä‘Åj_3êlê¢ë—_éãíÆ,âtèªÉeÉåÉrÅiãèä‘Åj_2êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiãèä‘Åj_2êlê¢ë—_éãíÆ,âtèªÉeÉåÉrÅiãèä‘Åj_1êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiãèä‘Åj_1êlê¢ë—_éãíÆ,ÉpÉ\ÉRÉì_4êlê¢ë—_égóp,ÉpÉ\ÉRÉì_3êlê¢ë—_égóp,ÉpÉ\ÉRÉì_2êlê¢ë—_égóp,ÉpÉ\ÉRÉì_1êlê¢ë—_égóp,CDÉâÉWÉJÉZ_4êlê¢ë—_ë“ã@,CDÉâÉWÉJÉZ_4êlê¢ë—_íÆéÊ,CDÉâÉWÉJÉZ_3êlê¢ë—_ë“ã@,CDÉâÉWÉJÉZ_3êlê¢ë—_íÆéÊ,CDÉâÉWÉJÉZ_2êlê¢ë—_ë“ã@,CDÉâÉWÉJÉZ_2êlê¢ë—_íÆéÊ,CDÉâÉWÉJÉZ_1êlê¢ë—_ë“ã@,CDÉâÉWÉJÉZ_1êlê¢ë—_íÆéÊ,ë|èúã@_4êlê¢ë—_égóp,ë|èúã@_3êlê¢ë—_égóp,ë|èúã@_2êlê¢ë—_égóp,ë|èúã@_1êlê¢ë—_égóp,ÉAÉCÉçÉì_4êlê¢ë—_égóp,ÉAÉCÉçÉì_3êlê¢ë—_égóp,ÉAÉCÉçÉì_2êlê¢ë—_égóp,ÉAÉCÉçÉì_1êlê¢ë—_égóp,âtèªÉeÉåÉrÅiómé∫1Åj_4êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiómé∫1Åj_4êlê¢ë—_éãíÆ,âtèªÉeÉåÉrÅiómé∫1Åj_3êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiómé∫1Åj_3êlê¢ë—_éãíÆ,âtèªÉeÉåÉrÅiómé∫1Åj_2êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiómé∫1Åj_2êlê¢ë—_éãíÆ,âtèªÉeÉåÉrÅiómé∫1Åj_1êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiómé∫1Åj_1êlê¢ë—_éãíÆ,PCÉQÅ[ÉÄã@_4êlê¢ë—_ë“ã@,PCÉQÅ[ÉÄã@_4êlê¢ë—_â“ì≠,PCÉQÅ[ÉÄã@_3êlê¢ë—_ë“ã@,PCÉQÅ[ÉÄã@_3êlê¢ë—_â“ì≠,PCÉQÅ[ÉÄã@_2êlê¢ë—_ë“ã@,PCÉQÅ[ÉÄã@_2êlê¢ë—_â“ì≠,PCÉQÅ[ÉÄã@_1êlê¢ë—_ë“ã@,PCÉQÅ[ÉÄã@_1êlê¢ë—_â“ì≠,MDÉRÉìÉ|_4êlê¢ë—_ë“ã@,MDÉRÉìÉ|_4êlê¢ë—_íÆéÊ,MDÉRÉìÉ|_3êlê¢ë—_ë“ã@,MDÉRÉìÉ|_3êlê¢ë—_íÆéÊ,MDÉRÉìÉ|_2êlê¢ë—_ë“ã@,MDÉRÉìÉ|_2êlê¢ë—_íÆéÊ,MDÉRÉìÉ|_1êlê¢ë—_ë“ã@,MDÉRÉìÉ|_1êlê¢ë—_íÆéÊ,ÉXÉ^ÉìÉh_4êlê¢ë—_ì_ìî,ÉXÉ^ÉìÉh_3êlê¢ë—_ì_ìî,ÉXÉ^ÉìÉh_2êlê¢ë—_ì_ìî,ÉXÉ^ÉìÉh_1êlê¢ë—_ì_ìî,êÙëÛã@_4êlê¢ë—_êÙëÛ,êÙëÛã@_3êlê¢ë—_êÙëÛ,êÙëÛã@_2êlê¢ë—_êÙëÛ,êÙëÛã@_1êlê¢ë—_êÙëÛ,ÉwÉAÉhÉâÉCÉÑÅ[_4êlê¢ë—_égóp,ÉwÉAÉhÉâÉCÉÑÅ[_3êlê¢ë—_égóp,ÉwÉAÉhÉâÉCÉÑÅ[_2êlê¢ë—_égóp,ÉwÉAÉhÉâÉCÉÑÅ[_1êlê¢ë—_égóp,ï÷ç¿_4êlê¢ë—_ígñ[,ï÷ç¿_3êlê¢ë—_ígñ[,ï÷ç¿_2êlê¢ë—_ígñ[,ï÷ç¿_1êlê¢ë—_ígñ[,âtèªÉeÉåÉrÅiçáê¨Åj_4êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiçáê¨Åj_4êlê¢ë—_éãíÆ,âtèªÉeÉåÉrÅiçáê¨Åj_3êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiçáê¨Åj_3êlê¢ë—_éãíÆ,âtèªÉeÉåÉrÅiçáê¨Åj_2êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiçáê¨Åj_2êlê¢ë—_éãíÆ,âtèªÉeÉåÉrÅiçáê¨Åj_1êlê¢ë—_ë“ã@,âtèªÉeÉåÉrÅiçáê¨Åj_1êlê¢ë—_éãíÆ
632,1,27,8,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0.33,0.166666667,0.166666667,0.166666667,0.166666667,2,2,2,2,1,1,0,1,0,1,0,1
633,1,27,9,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.67,0.67,0.67,0.67,0,0,0,0,2,2,2,2,1,1,0,1,0,1,0,1
634,1,27,10,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0.25,0.25,0.25,0.25,0.133333333,0.133333333,0.133333333,0.133333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,1,0,1,0,1
635,1,27,11,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
636,1,27,12,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
637,1,27,13,ïΩì˙,1,1,1,1,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,1,0,1,0,1
638,1,27,14,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
639,1,27,15,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
640,1,27,16,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
641,1,27,17,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
642,1,27,18,ïΩì˙,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,1,0,1,0,1
643,1,27,19,ïΩì˙,0,0,0,0,0.05,0.05,0.05,0.05,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,0,1,0,1,0,1
644,1,27,20,ïΩì˙,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,1,0,1,0,1
645,1,27,21,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,0.25,0.75,0,0,0,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,1,0,1,0,1
646,1,27,22,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.75,0.25,0.75,0.25,0,0,0,0,0.25,0.25,0,0,0,0,0,0,8.33E-02,8.33E-02,8.33E-02,8.33E-02,2,2,2,2,1,1,0,1,0,1,0,1
647,1,27,23,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.75,0.25,0.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
648,1,27,24,ïΩì˙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,8.33E-02,8.33E-02,8.33E-02,8.33E-02,2,2,2,2,2,0,1,0,1,0,1,0
649,1,28,1,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
650,1,28,2,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
651,1,28,3,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
652,1,28,4,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
653,1,28,5,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
654,1,28,6,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
655,1,28,7,ãxì˙ç›,0,0,0,1,0,0,0,0.05,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33E-02,2,2,2,2,2,0,1,0,1,0,1,0
656,1,28,8,ãxì˙ç›,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.33,8.33E-02,8.33E-02,8.33E-02,0.166666667,2,2,2,2,2,0,1,0,1,0,0,1
657,1,28,9,ãxì˙ç›,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.67,8.33E-02,8.33E-02,8.33E-02,0,2,2,2,2,1,1,0,1,0,1,0,1
658,1,28,10,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0.25,0.25,0.25,0.25,0,0,0,0.133333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,1,0,1,0,1
659,1,28,11,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,1,0,1,1,0
660,1,28,12,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,1,0,1,1,0
661,1,28,13,ãxì˙ç›,1,1,1,1,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,1,0,1,0,1
662,1,28,14,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
663,1,28,15,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
664,1,28,16,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
665,1,28,17,ãxì˙ç›,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0.25,0.75,0.25,0.75,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0.133333333,0.133333333,0.133333333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0.25,1.75,0.25,0.75,0.25,0.75,1,0
666,1,28,18,ãxì˙ç›,0,0,0,1,0.05,0.05,0.05,0,0.5,0,0.5,0,0.5,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,0,1,0,1,0,1
667,1,28,19,ãxì˙ç›,0,0,0,0,0,0,0,0.05,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,0,1,0,1,0,1
668,1,28,20,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0.25,0.75,0.25,0.75,0.25,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,1,0,1,0,1
669,1,28,21,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,1,0,1,0,1
670,1,28,22,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0.5,0.5,0.5,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.25,0.25,0,0,0,0,0,0,8.33E-02,8.33E-02,8.33E-02,8.33E-02,2,2,2,2,1,1,0,1,0,1,0,1
671,1,28,23,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,0.5,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,8.33E-02,8.33E-02,8.33E-02,0,2,2,2,2,1,1,0,1,0,1,0.5,0.5
672,1,28,24,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33E-02,2,2,2,2,2,0,1,0,1,0,1,0
673,1,29,1,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
674,1,29,2,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
675,1,29,3,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
676,1,29,4,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
677,1,29,5,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
678,1,29,6,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,0,1,0
679,1,29,7,ãxì˙ç›,0,0,0,1,0,0,0,0.05,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33E-02,2,2,2,2,2,0,1,0,1,0,1,0
680,1,29,8,ãxì˙ç›,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.33,8.33E-02,8.33E-02,8.33E-02,0.166666667,2,2,2,2,2,0,1,0,1,0,0,1
681,1,29,9,ãxì˙ç›,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.67,8.33E-02,8.33E-02,8.33E-02,0,2,2,2,2,1,1,0,1,0,1,0,1
682,1,29,10,ãxì˙ç›,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0.25,0.25,0.25,0.25,0,0,0,0.133333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,1,0,1,0,1
